Ids,Employer,Name,Salary,From,To,Experience,Schedule,Keys,Description
121142735,Пикварио Технологии,Middle+ Python Developer,True,220000.0,300000.0,От 3 до 6 лет,Удаленная работа,"['Django Framework', 'Python', 'Рефакторинг кода', 'PostgreSQL', 'RabbitMQ', 'Kubernetes', 'Docker', 'Redis', 'Elasticsearch', 'Celery', 'Aiohttp', 'Django 4.x', 'Python 3.8+']","Привет! Мы — Пикварио, ведущая российская компания, специализирующаяся на разработке и внедрении решений для управления цифровыми активами (Digital Asset Management, DAM). Наша миссия — помогать компаниям и медиа раскрывать полный потенциал своего цифрового контента. Среди наших клиентов десятки крупнейших компаний страны, СМИ и медиа, спортивных команд и федераций, а также гос. структур. Основные направления в нашем портфеле: DAM-система Picvario — основной продукт, более 60 крупных корпоративных клиентов таких как Сбер, Почта России, Норникель, Уралкалий, Северсталь, крупнейшие ВУЗы, музеи и спортивные клубы и федерации, государственный организации и СМИ. Заказная разработка — сложные корпоративные решения, цифровые продукты и мобильные приложения. Самостоятельное направление, которое прибыльно и генерирует более половины выручки группы. Собственная ИИ-лаборатория — занимается разработкой технологий для наших продуктов, а также заказными проектами и консалтингом. Медиа агентство — Picvario.Media: Предоставляет СМИ, рекламным агентствам, издательствам, выставочным компаниям и дизайнерам редакционный и креативный аудиовизуальный контент Сотрудничает с агентствами, студиями и авторами по всему миру Проводит фото и видеосъемки Выполняет комплекс работ по организации и ведению корпоративных медиабанков Формирует и дистрибутирует датасеты для машинного обучения ЧТО НАДО БУДЕТ ДЕЛАТЬ Нашим флагманским продуктом является Digital Asset Management (DAM) - система для хранения, поиска и управления медиа файлами. Продукту уже 6 лет, и он активно развивается: постоянно растет штат сотрудников + база клиентов (спортивный портал Чемпионат.com, РБК, Сбер, Полиметалл, ХК &quot;Авангард&quot; и др.). Продукт экономически успешен на рынке РФ. Сейчас мы ищем в команду python-разработчика, который заинтересован в роли тимлида и готов взять на себя соответствующие задачи после погружения в продукт. Основные задачи будут заключаться в направлении масштабирования: обработка возрастающих объемов медиа-данных, оптимизация существующих алгоритмов обработки и поиска данных. С нами ты будешь решать следующие задачи: Улучшать и адаптировать продукт под задачи развития в части требований бизнеса, отказоустойчивости, масштабируемости и т.д. Принимать решения по архитектуре продукта и выбору технологий Участвовать в планировании и оценке задач Выполнять код-ревью коллег Оптимизировать и рефакторить существующий код Стек используемых технологий: Бэкэнд: Python 3.8+, Django 4.x, Django REST Framework, Celery, Aiohttp Фронтэнд: Vue.js, Nuxt.js Хранилища: PostgreSQL, Elasticsearch, Redis Очереди: RabbitMQ Инфраструктура: Kubernetes, Docker ЧТО МЫ ИЩЕМ В КАНДИДАТАХ Опыт разработки на Python от 3 лет Опыт бэкенд-разработки от 5 лет Опыт разработки высоконагруженных и отказоустойчивых систем Опыт планирования публичных API Глубокое понимание работы реляционных СУБД, опыт анализа и отладки проблем производительности БД Хорошее знание паттернов проектирования, структур данных и классических алгоритмов Умение выстроить свою работу, разбить ее на шаги и добиваться результата в срок ЧТО ПРЕДЛАГАЕМ ВЗАМЕН Комфорт в работе. Ориентируемся на результат, предпочитаем правильные коммуникации и обходимся без лишних совещаний Удаленку из любой точки мира. Можно работать полностью удаленно, а при желании есть возможность посещать наш офис в Москве Программу компенсаций и льгот, которая действует после прохождения испытательного срока. Ты можешь выбрать компенсацию по спорту, профессиональному обучению, английскому языку и медицине Адекватных коллег. У нас работают по-хорошему «простые» люди Профессиональное развитие. Мы ценим рост, поэтому всегда предоставляем обратную связь и не пренебрегаем практиками, помогающими становиться лучше: one-to-one, performance review, personal development plan Официальное трудоустройство по ТК РФ ЧТО ПРЕДСТАВЛЯЕТ ИЗ СЕБЯ ПРОЦЕСС НАЙМА Мы не любители затягивания процессов, к найму подходим так же. Тебя ждут: Техническое собеседование (на нем будет лайв-кодинг) с Tech Lead; Интервью с СTО, где мы окончательно убедимся, что подходим друг другу. Большая просьба, в сопроводительном письме напиши ответ на следующий вопрос: в чем заключался самый интересный/сложный кейс, который ты успешно разрешил за последнее время? Ответ на этот вопрос существенно повысит твои шансы в рамках данной позиции!"
117138092,Ритм,Программирующий математик (дискретные системы управления),False,,,От 1 года до 3 лет,Удаленная работа,"['Python', 'MATLAB', 'Julia', 'C/C++', 'Fortran', 'Математическое моделирование', 'Вычислительная математика', 'Алгоритмы', 'Математика', 'Simulink', 'Удаленная работа', 'Английский язык']","Расширяем команду математиков. Продуктовая разработка вычислительных программ с использованием разнообразного математического аппарата. Создаём и тестируем методы расчёта поведения сложных динамических систем, включающих дискретные элементы и продвинутые алгоритмы управления. Кто нам нужен: Вычислительная или прикладная математика - Ваше профильное образование или соответствующий практический опыт. Вы готовы решить тестовое задание по теме численных методов и решения дифференциальных уравнений. Вы можете продемонстрировать на практике (на любом языке программирования), что Вам не сложно писать программную реализацию математических алгоритмов, например, решения задачи Коши для системы обыкновенных дифференциальных уравнений различными численными – явными и неявными – методами. Вы математик, физик или инженер, мыслящий кодом, алгоритмами, понимающий вычисления, умеющий оценивать вычислительную сложность алгоритмов. Вы не привязаны к конкретному языку и готовы быстро освоить ещё один язык программирования. Плюсом будет знание какой-либо среды моделирования, например, Simulink, Scilab, Dymola, OpenModelica, Wolfram System Modeler, Simcenter Amesim. Вы цените, когда на Ваши вопросы коллеги реагируют быстро, а также и сами решаете задачи безотлагательно, оперативно. Условия: Супер профильная, глубокая работа для математика, с возможностью развития через погружение в математические алгоритмы различной природы и сложности У нас профессиональный и трудолюбивый коллектив Мы всегда открыты к новым идеям и созидательной критике Адаптивный рабочий график, удаленная работа с возможностью посещения офиса по желанию Обеспечиваются все пожелания, связанные с обустройством эффективного рабочего процесса исследований и разработки Стабильная компания, все официально по ТК РФ Индивидуальный уровень дохода согласуем с Вами по результатам собеседования."
121356689,Дари еду,Backend-разработчик (интеграция ИИ-решений),False,,,От 3 до 6 лет,Удаленная работа,[],"Мы ищем middle-разработчика с опытом backend-разработки и интересом к интеграции ИИ-решений. Вам предстоит участвовать в тестировании, доработке и внедрении нейросетевых моделей и ИИ-агентов в бизнес-процессы компании. Позиция подойдет тем, кто хочет развиваться в сфере искусственного интеллекта и автоматизации, работать с современными инструментами и участвовать в создании прототипов и MVP. Основные задачи: Тестирование и анализ API нейросетевых решений (OpenAI, Claude, Mistral и др.); Разработка и доработка backend-логики для интеграции ИИ-агентов в существующие системы; Оптимизация запросов к LLM (снижение токен-коста, кэширование, улучшение промтов); Поиск и адаптация open-source решений для бизнес-задач; Создание прототипов и MVP на базе ИИ-инструментов (GPT, RAG-системы, автономные агенты); Фиксация багов, анализ производительности, доработка кода; Взаимодействие с командой разработки и аналитиками для внедрения решений; Написание технической документации. Требования: Опыт backend-разработки на Python/Node.js/Go (или аналогичных языках); Знание REST API, GraphQL, WebSockets; Опыт работы с базами данных (SQL/NoSQL); Базовое понимание работы LLM и нейросетей; Умение анализировать и оптимизировать запросы к API ИИ-сервисов; Английский на уровне чтения документации; Готовность разбираться в новых технологиях и инструментах. Будет плюсом: Опыт работы с OpenAI API, Claude, Mistral, LlamaIndex и др.; Знание фреймворков для работы с ИИ (LangChain, LlamaIndex, AutoGPT); Опыт настройки RAG-систем или автономных агентов; Навыки контейнеризации (Docker) и облачных сервисов (AWS/GCP/Azure); Понимание основ ML и обработки естественного языка (NLP). Условия: Полный рабочий день, удаленно или гибрид (Москва); Работа над разнообразными и нестандартными задачами; Возможность профессионального роста в сфере ИИ; Современный стек и поддержка обучения."
121306602,НПО Спецприборостроение,Backend-разработчик,False,,,От 3 до 6 лет,Удаленная работа,"['Git', 'PostgreSQL', 'Linux', 'API', 'Python', 'Разработка ПО', 'Веб-программирование', 'Node.js', 'REST API', 'Docker', 'Алгоритмы и структуры данных', 'Нейронные сети', 'JavaScript', 'FastAPI']","Обязанности: Разработка и поддержка серверной части веб-сайтов и приложений. Проектирование и реализация API (REST) для взаимодействия с фронтендом и сторонними сервисами. Участие в проектировании архитектуры программно-технических комплексов. Проведение тестирования, отладки и устранения ошибок. Взаимодействие с командой для реализации технических требований и улучшения функциональности. Требования: Профильное высшее техническое образование (в области компьютерных наук, инженерии или смежных дисциплин). Знание принципов объектно-ориентированного программирования (ООП). Уверенное владение одним или несколькими языками программирования для бэкенда: Python, JavaScript и др. Опыт работы с фреймворками и библиотеками: Django, Flask, FastAPI, Node.js и др. Знание реляционных и/или нереляционных баз данных. Понимание принципов REST API, аутентификации и авторизации. Опыт работы с системами контроля версий. Знание основ DevOps: контейнеризация (Docker), CI/CD, мониторинг. Навыки работы с очередями сообщений (например, RabbitMQ) и кэшированием. Опыт написания тестов и обеспечения качества кода. Ответственность, внимательность, умение работать с несколькими параллельными проектами. Технический склад ума, внимательность к деталям, умение работать в команде. Желательные навыки: Знание дополнительных языков программирования (например, С++). Навыки разработки встроенных систем или программного обеспечения для ROS, BetaFlight, ArduPilot. Опыт работы с CV (OpenCV). Опыт работы с нейросетками. Опыт работы с сетевыми протоколами. Опыт full-stack разработки. Условия: Профессиональный коллектив и комфортные условия труда. Официальное трудоустройство. Конкурентоспособная заработная плата. Пятидневная рабочая неделя. Возможны кратковременные командировки. Офис категории В+."
120779474,Хачатрян Лиля Геворговна,Backend,True,200000.0,250000.0,От 3 до 6 лет,Полный день,[],"Что мы предлагаем-Комфортные условия работы в гибридном формате (офис + удалёнка);-График 5/2, с 11:00 до 19:00;-Конкурентный оклад 200 000 – 250 000 ₽ ;-Полное сопровождение и ответы на все вопросы для эффективной работы;-Дружный, профессиональный коллектив и возможность участия в масштабных проектах. Наш идеальный кандидат - Имеет опыт коммерческой разработки на Python3 — 3–6 лет;-Уверенно владеет SQL и минимум одним NoSQL-хранилищем;-Имеет опыт работы с PostgreSQL, RabbitMQ, Redis;-Знает Docker и Docker-Compose для контейнеризации сервисов;-Понимает принципы микросервисной архитектуры и работы брокеров сообщений;-Имеет глубокие знания FastAPI или других асинхронных фреймворков;-Ответственный, инициативный и умеет доводить задачи до готового решения. Что предстоит делать -Разрабатывать и поддерживать backend-сервисы на Python;-Работа с асинхронными фреймворками (FastAPI и др.);-Проектирование и оптимизация схем баз данных;-Интеграция с внешними API, написание клиентских модулей;-Настройка и сопровождение очередей сообщений (RabbitMQ, Kafka);-Написание модульных и интеграционных тестов."
121429460,Эквариум,Senior Python developer/ Ведущий разработчик (FastAPI),True,300000.0,,Более 6 лет,Полный день,"['Python', 'SQLAlchemy', 'FastAPI', 'PostgreSQL', 'Docker', 'Kubernetes']","О нас: «Эквариум» — это амбициозный финтех-стартап, специализирующийся на разработке передовых платёжных решений. Наша миссия — создать удобную и безопасную онлайн-платформу для финансовых операций по типу Stripe и Paypal, которая станет основой для будущего онлайн-банка. Стек: Python 3.10, FastAPI, PostgreSQL, SQLAlchemy, Docker, Kubernetes (k8s). Мы ожидаем: Опыт коммерческой разработки на Python от 5-ти лет. Глубокие знания FastAPI и работы с асинхронностью (asyncio, multiprocessing). Опыт работы с PostgreSQL (оптимизация сложных SQL-запросов, проектирование БД, индексация). Опыт создания высоконагруженных приложений. Опыт работы с unit и интеграционными тестами (Pytest, Mock). Опыт работы с Docker, k8s; понимание CI/CD. Опыт построения микросервисной архитектуры. Опыт оптимизации производительности API, кэширования, балансировки нагрузки. Ответственность и внимание к деталям, самоорганизованность. Возможность посещать офис 4 дня в неделю. Будет плюсом: Умение разрабатывать масштабируемые и отказоустойчивые сервисы. Опыт работы с платежными шлюзами и API других финансовых систем. Умение работать по Scrum. Опыт менторства. Предстоящие задачи: Разработка и поддержка новых функциональных модулей системы. Интеграция с внешними API сторонних систем. Оптимизация работы микросервисов и баз данных. Написание и поддержка unit и интеграционных тестов. Участие в ревью кода и улучшение процессов разработки. Оптимизации производительности API. Менторинг мидлов и джунов. Мы предлагаем: Гибридный формат и гибкое начало дня с 10:00 до 12:00. Интересные и сложные задачи для создания лучших it-решений. Конкурентоспособная заработная плата в зависимости от твоего опыта и результатов. Мы всегда открыты к диалогу и готовы рассмотреть различные варианты. Возможности для роста: мы ценим стремление к развитию и готовы поддерживать наших сотрудников на пути к карьерным достижениям. Отсутствие громоздкой бюрократии, что позволяет быстро принимать решения и реализовывать идеи. Ты сможешь сосредоточиться на своей работе и вносить реальный вклад в развитие компании, не теряя при этом времени на ненужные процессы, а твои инициативы будут услышаны и поддержаны. Молодая сплоченная команда и регулярные тимбилдинги: мы вместе выезжаем на природу, ходим на перекусы и играем в настолки :) А еще у нас есть свой корпоративный психолог, потому что мы понимаем, насколько важно поддерживать эмоциональное здоровье наших сотрудников."
120727123,НТЦ АВАНГАРД,Python-разработчик,True,,120000.0,От 1 года до 3 лет,Полный день,[],"Мы ищем талантливого программиста Backend, который присоединится к нашей команде и будет создавать сложные и функциональные Telegram-боты. О нас: Мы — EdTech холдинг международного уровня специализирующихся на онлайн курсах для женщин. Обязанности: Разработка и поддержка веб-приложений. Участие в проектировании архитектуры и разработке API. Написание чистого, эффективного и поддерживаемого кода. Интеграция с сторонними сервисами и API. Проведение тестирования и отладки кода. Решение технических задач и поиск оптимальных решений. Требования: Опыт работы разработчиком от 2 лет. Опыт работы с back-end технологиями FastAPI, Aiogram, RabbitMQ, SQLAlchemy, Pyrogram, Telethon. Опыт работы с Docker, docker-compose Глубокое понимание асинхронного программирования. Опыт работы с API Telegram Опыт работы с базами данных (SQL и NoSQL). Понимание принципов RESTful API. Опыт работы с системами контроля версий (Git). Умение работать в команде и эффективно коммуницировать. Мы предлагаем: Оплата фикс+бонусы. Обсуждается индивидуально с успешным кандидатом Интересные и сложные задачи Возможность работать с новыми технологиями Дружный и профессиональный коллектив Гибкий график работы Достойная заработная плата"
121308372,Федеральное автономное учреждение Государственный Научно-Исследовательский Институт Авиационных Систем,Python-разработчик (Middle),False,,,От 3 до 6 лет,Полный день,"['Python', 'FastAPI', 'Django Framework', 'gRPC', 'RabbitMQ', 'PostgreSQL', 'MongoDB', 'Docker', 'Git']","Подразделение искусственного интеллекта и анализа данных ищет новых сотрудников для участия в текущих и новых проектах. В команду бекенд, в лабораторию, разрабатывающую оркестирующие системы, а также вспомогательные сервисы для обучения и тестирования искусственных нейронных сетей, требуется Python-разработчик. В обязанности входит: Поддержка и разработка сервисов и модулей на Python При необходимости, написание сопутствующих shell-скриптов Подготовка сопутствующих Docker-образов под сервисы При необходимости, проведение технических исследований (по возможным реализациям сложных доработок систем) Покрытие кода unit-тестами При необходимости, участие в демонстрациях решений в роли технического специалиста Проведение code review Требования: Опыт работы с Python 3.7 и выше, желателен опыт с асинхронным и многопоточным кодом; Опыт работы с Django (предпочтительно) или иным веб-фреймворком; Опыт работы с Linux и shell-скриптами; Опыт работы с PostgreSQL, MongoDB; Опыт работы с Docker, Docker Compose; Опыт работы с Kafka/RabbitMQ; Опыт работы с S3 или иными объектными хранилищами данных; Желание и умение разбираться в чужом и legacy-коде; Желание и умение делиться своими знаниями с командой; Стремление писать поддерживаемый и тестируемый код. Плюсом является: Опыт работы Redis, Memcached; Понимание основ ML; Опыт работы с k8s; Знание основ ИБ; Понимание основ работы ОС; Опыт работы с gRPC, GraphQL и Web sockets; Опыт написания unit- или иных тестов и документации. Условия: Офисный формат работы, плавающее начало рабочего дня; Оформление по ТК РФ; ДМС со стоматологией после окончания испытательного срока; Бронирование от мобилизации; Возможности для профессионального развития; Командная работа, общение и обмен опытом; Дружный и творческий коллектив; Спортзал, спортивные секции, тренажерный зал на территории; Дотационная столовая; Детский сад."
120997264,Протектор,Frontend-разработчик,True,240000.0,300000.0,От 3 до 6 лет,Полный день,[],"Группа компаний Протектор – ведущий поставщик авиационно-технического имущества для самолетов и вертолетов иностранного и отечественного производства. Почему стоит выбрать нас? - Мы стали первым в России импортозамещающим производством иностранных шасси и двигателей. - Работаем с ключевыми клиентами авиационной отрасли. - Постоянно развиваем ключевые направления бизнеса, расширяя штат сотрудников. На данный момент в компании работают 700+ человек. В связи с активным ростом компании мы в поисках Frontend-разработчика. Что мы делаем: Разработка внутренней ERP-системы для ведения бизнес-процессов компании. Стек технологий, который мы используем: React, Python (Django), PostgreSQL, Redis, Celery, Docker. Функционал: Планирование, проектирование архитектуры, разработка, тестирование и внедрение новых модулей на React Обеспечение качественной реализации UI/UX- дизайна, безопасности данных и оптимизации производительности веб-клиента Взаимодействие с backend-разработчиками для согласования API и оптимизации рабочего процесса Работа с математическими функциями и табличными данными Проведение оценки задач, код-ревью Мы ожидаем: Высшее образование Опыт разработки коммерческих приложений на React от 3 лет (JavaScript, TypeScript) Опыт разработки чатов на WebSocket Опыт работы со стейт-менеджментом React-redux (Redux Toolkit + RTK Query) Понимание клиент-серверной архитектуры, опыт работы с API (Fetch, WebSocket) Навыки работы с основным стеком frontend-части приложения: React-DOM, Redux (Toolkit RTKQ), MUI, AntDesign, Vite, React Router Английский язык не ниже уровня Intermediate (B1) Опыт разработки Excel-подобных таблиц с использованием библиотеки Handsontable будет преимуществом Опыт наставничества frontend-разработчиков будет преимуществом Мы предлагаем: Трудоустройство по ТК РФ с первого дня работы График и формат работы: 5/2, с 10:00 до 19:00, удаленный формат работы Уровень заработной платы: от 240 000 руб. net (итоговый уровень дохода устанавливается по результатам собеседования) Полис ДМС со стоматологией через 3 месяца работы Поддержку внутреннего и внешнего обучения Подарки от компании на значимые события в жизни сотрудника Поддержку корпоративного спорта"
121302792,SolidLab,Go-разработчик,False,,,От 3 до 6 лет,Удаленная работа,[],"Обязанности: Участие в разработке сетевого экрана для защиты веб-приложений SolidWall WAF. Участие в отладке, тестировании и профилировании кода в различных окружениях. Проектирование архитектуры системы, оптимизация пропускной способности ее элементов, обеспечение заданного уровня производительности системы в целом. Требования: Опыт разработки на Go не менее двух лет, общий опыт разработки не менее трех лет. Понимание устройства протокола HTTP и сетевого стека TCP/IP. Навыки работы с HTTP-клиентом и сервером в стандартной библиотеке Go. Понимание парадигм ООП и ФП, паттернов проектирования. Опыт работы с PostgreSQL и Redis. Хорошее знание GNU/Linux, владение командной строкой и bash. Опыт разработки или чтения кода на Python. Навык работы с системой контроля версий git. Владение техническим английским для чтения и написания документации."
121120394,Диджитал Форс,Prompt-engineer / Промт-инженер,True,100000.0,,От 1 года до 3 лет,Удаленная работа,"['Python', 'чат-бот', 'искусственный интеллект', 'JavaScript', 'AWQ']","Мы — аккредитованная IT-компания и резиденты «Сколково».Наша компания является лидером в разработке и внедрении решений на основе искусственного интеллекта (AI).Присоединяйтесь к нам и будьте частью команды, которая меняет мир! Обязанности:Разработка и настройка чат-ботов на основе LLM в визуальном редакторе.Построение логики работы чат-ботов в соответствии с требованиями и ТЗ от заказчиков.Обработка и анализ запросов от пользователей для улучшения функционала ботов.Работа с командой разработчиков для улучшения и оптимизации работы ботов.Проведение тестирования и отладки чат-ботов перед их запуском.Поддержка и обслуживание существующих чат-ботов, включая обновление и исправление ошибок.Соблюдение стандартов безопасности и конфиденциальности при работе с данными пользователей.Постоянное обучение и развитие навыков в области создания и настройки чат-ботов. Требования:Опыт написания системных промтов для LLM (Large Language Models).Знание и понимание принципов работы LLM и их применения в различных контекстах.Умение создавать и оптимизировать промты для улучшения производительности и точности LLM.Умение работать в команде и эффективно коммуницировать с коллегами.Опыт написания промптов к открытым моделям (Llama/Gemma/Mistral etc.)Опыт в разработке. Будет плюсом:Знание Python/JavaScript.Опыт работы с моделями различной размерности 7b, 70b.Опыт работы с квантизированными моделями (AWQ).Опыт интеграции сервисов по API.Широкие возможности для карьерного и профессионального роста. Пишите, всё обсудим и предоставим более подробную информацию.Всегда рады новым талантам и новым успехам наших сотрудников!"
121286053,ГНИВЦ,Python разработчик,False,,,От 3 до 6 лет,Удаленная работа,"['PostgreSQL', 'Python', 'Linux', 'SQLAlchemy', 'FastAPI', 'REST API', 'TCP', 'asyncio']","it-компания gnivc- партнер государственных компаний и лидеров российского бизнеса, разработчик и системный интегратор крупнейших государственных информационных систем, а также коммерческих решений для налогового мониторинга. Компания входит в ТОП-100 лучших работодателей страны и 10 место в категории &quot;IT-компании&quot; 2024 года по рейтингу работодателей hh.ru среди крупных компаний; Мы в 25% лучших по уровню счастья среди компаний отрасли IT и России 2024 по версии Happy Job; Являемся аккредитованной ИТ-компанией. Мы кросс-функциональная команда, которая разрабатывает облачную платформу (PaaS\IaaS) и систему управления виртуализацией гипервизора KVM. У нас есть большая экспертиза в области разработки систем управления виртуализацией и другого системного ПО.Продукты разрабатываются с самого начала и на текущем этапе нет legacy. Можно использовать самые последние версии языков программирования, фреймворков и библиотек. ЗАДАЧИ: 1. Разработка REST API на FastAPI:* Создание высокопроизводительных RESTful API с использованием FastAPI;* Документирование API с использованием Swagger/OpenAPI;* Реализация аутентификации и авторизации (OAuth2, JWT). 2. Создание серверных приложений, взаимодействующих с другими сетевыми приложениями:* Разработка серверных приложений, взаимодействующих через ZeroMQ, gRPC, HTTP/HTTPS, TCP/UDP. 3. Реализация асинхронных и многопоточных задач (обработка больших объемов данных). 4. Оптимизация работы с БД:* Оптимизация SQL-запросов и индексов для повышения производительности;* Работа с асинхронными драйверами баз данных (asyncpg, aiosqlite). 5. Интеграция с внешними API и сервисами:* Интеграция с внешними API через асинхронные HTTP-запросы (aiohttp, httpx);* Работа с LDAP-протоколом для аутентификации и управления пользователями. 6. Написание тестов для разрабатываемых приложений:* Создание unit и интеграционных тестов для асинхронного кода (pytest, pytest-asyncio). МЫ ОТ ВАС ОЖИДАЕМ: 1. Разработка REST API:* Опыт разработки RESTful API с использованием фреймворка FastAPI;* Понимание принципов REST (ресурсы, методы HTTP, статус-коды);* Умение проектировать и документировать API (Swagger/OpenAPI). 2. Asyncio:* Глубокое понимание библиотеки asyncio и её компонентов (корутины, задачи, цикл событий);* Опыт разработки серверных сетевых приложений с использованием asyncio (например, TCP/UDP серверы, взаимодействие с ZeroMQ);* Умение работать с асинхронными библиотеками (aiohttp, httpx, aioredis). 3. Многопоточность и многозадачность:* Опыт работы с многопоточностью (модуль threading) и многозадачностью (модуль multiprocessing);* Понимание GIL и его влияния на производительность;* Умение использовать пулы потоков и процессов (ThreadPoolExecutor, ProcessPoolExecutor). 4. Работа с базами данных:* Опыт работы с SQLAlchemy (Core и ORM) для взаимодействия с реляционными базами данных;* Знание асинхронных драйверов для баз данных (asyncpg, aiosqlite);* Умение оптимизировать запросы и работать с индексами. 5. Сетевые протоколы и технологии:* Опыт работы с сетевыми протоколами (HTTP/HTTPS, TCP/UDP);* Знание принципов работы сокетов и сетевых библиотек (socket, asyncio);* Опыт работы с ZeroMQ (zmq) или gRPC для создания распределенных систем;* Опыт разработки высоконагруженных сетевых приложений. 6. Тестирование и отладка:* Опыт написания unit- и интеграционных тестов для асинхронного кода (pytest, pytest-asyncio);* Умение отлаживать асинхронные приложения (asyncio debug mode, logging). БУДЕТ ПЛЮСОМ: Опыт работы с очередями задач (Celery, RabbitMQ, Kafka); Знание систем кэширования (Redis, Memcached); Опыт работы с системами управления виртуализацией (VMware, OpenStack, QEMU/KVM). МЫ ПРЕДЛАГАЕМ: Работу в офисе, гибридный график, либо дистанционный формат работы ; Пятидневную рабочую неделю (Пн. – Чт. с 09.00 до 18.00, Пт. с 09.00 до 16.45); Конкурентную заработную плату по результатам собеседования, премии за эффективную работу и результат; Оформление в соответствии с требованиями ТК РФ: оплачиваемые отпуска + доплата к отпуску 50% от оклада через 11 месяцев работы в Компании, выплата заработной платы дважды в месяц и др.; Компенсация Больничный листа продолжительностью до 7 дней с сохранением полной оплаты, какая была бы в случае нахождения на работе. возможность взять 5 дополнительных оплачиваемых выходных (ресурсных) дней в течение календарного года (с 1 января до 31 декабря) сотрудникам, проработавшим в компании больше 11 месяцев; Профессиональное обучение и сертификация за счёт компании; А еще мы организуем митапы, хакатоны, конференции, семинары и тренинги: как внутренние, так и внешние; ДМС по окончании испытательного срока, с огромным перечнем лучших медучреждений и включая классную стоматологию; Партнерские программы по обучению иностранному языку и прокачки скиллов от Skyeng и Skillbox; Доступ к корпоративной библиотеке на платформе Alpina Digital; Возмещение до 50 % затрат на занятия спортом; А также, множество других приятных и интересных бонусов и преференций."
